X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
120;0,00E+00;-3,92E+00;;
121;0,00E+00;-3,92E+00;;
122;-4,00E-03;-3,92E+00;;
123;-4,00E-03;-3,92E+00;;
124;-1,00E-02;-3,84E+00;;
125;-1,00E-02;-3,84E+00;;
126;-8,00E-03;-3,84E+00;;
127;-8,00E-03;-3,84E+00;;
128;-4,00E-03;-3,84E+00;;
129;-4,00E-03;-3,84E+00;;
130;-6,00E-03;-3,76E+00;;
131;-6,00E-03;-3,76E+00;;
132;-8,00E-03;-3,76E+00;;
133;-8,00E-03;-3,76E+00;;
134;-4,00E-03;-3,68E+00;;
135;-4,00E-03;-3,68E+00;;
136;-2,00E-03;-3,68E+00;;
137;-2,00E-03;-3,68E+00;;
138;-4,00E-03;-3,60E+00;;
139;-4,00E-03;-3,60E+00;;
140;-4,00E-03;-3,60E+00;;
141;-4,00E-03;-3,60E+00;;
142;-4,00E-03;-3,52E+00;;
143;-4,00E-03;-3,52E+00;;
144;-6,00E-03;-3,52E+00;;
145;-6,00E-03;-3,52E+00;;
146;-4,00E-03;-3,44E+00;;
147;-4,00E-03;-3,44E+00;;
148;-8,00E-03;-3,44E+00;;
149;-8,00E-03;-3,44E+00;;
150;-1,00E-02;-3,36E+00;;
151;-1,00E-02;-3,36E+00;;
152;-6,00E-03;-3,36E+00;;
153;-6,00E-03;-3,36E+00;;
154;-6,00E-03;-3,28E+00;;
155;-6,00E-03;-3,28E+00;;
156;-8,00E-03;-3,28E+00;;
157;-8,00E-03;-3,28E+00;;
158;-8,00E-03;-3,20E+00;;
159;-8,00E-03;-3,20E+00;;
160;-1,00E-02;-3,12E+00;;
161;-1,00E-02;-3,12E+00;;
162;-1,00E-02;-3,12E+00;;
163;-1,00E-02;-3,12E+00;;
164;-8,00E-03;-3,04E+00;;
165;-8,00E-03;-3,04E+00;;
166;-4,00E-03;-2,96E+00;;
167;-4,00E-03;-2,96E+00;;
168;-6,00E-03;-2,96E+00;;
169;-6,00E-03;-2,96E+00;;
170;-6,00E-03;-2,88E+00;;
171;-6,00E-03;-2,88E+00;;
172;-8,00E-03;-2,80E+00;;
173;-8,00E-03;-2,80E+00;;
174;-1,00E-02;-2,80E+00;;
175;-1,00E-02;-2,80E+00;;
176;-8,00E-03;-2,72E+00;;
177;-8,00E-03;-2,72E+00;;
178;-8,00E-03;-2,64E+00;;
179;-8,00E-03;-2,64E+00;;
180;-1,20E-02;-2,56E+00;;
181;-1,20E-02;-2,56E+00;;
182;-8,00E-03;-2,56E+00;;
183;-8,00E-03;-2,56E+00;;
184;-4,00E-03;-2,48E+00;;
185;-4,00E-03;-2,48E+00;;
186;-4,00E-03;-2,40E+00;;
187;-4,00E-03;-2,40E+00;;
188;-4,00E-03;-2,32E+00;;
189;-4,00E-03;-2,32E+00;;
190;-4,00E-03;-2,32E+00;;
191;-4,00E-03;-2,32E+00;;
192;-6,00E-03;-2,24E+00;;
193;-6,00E-03;-2,24E+00;;
194;-4,00E-03;-2,16E+00;;
195;-4,00E-03;-2,16E+00;;
196;-6,00E-03;-2,08E+00;;
197;-6,00E-03;-2,08E+00;;
198;-1,00E-02;-2,00E+00;;
199;-1,00E-02;-2,00E+00;;
200;-8,00E-03;-1,92E+00;;
201;-8,00E-03;-1,92E+00;;
202;-6,00E-03;-1,84E+00;;
203;-6,00E-03;-1,84E+00;;
204;-6,00E-03;-1,84E+00;;
205;-6,00E-03;-1,84E+00;;
206;-6,00E-03;-1,76E+00;;
207;-6,00E-03;-1,76E+00;;
208;-1,00E-02;-1,68E+00;;
209;-1,00E-02;-1,68E+00;;
210;-1,00E-02;-1,60E+00;;
211;-1,00E-02;-1,60E+00;;
212;-6,00E-03;-1,52E+00;;
213;-6,00E-03;-1,52E+00;;
214;-6,00E-03;-1,44E+00;;
215;-6,00E-03;-1,44E+00;;
216;-1,20E-02;-1,36E+00;;
217;-1,20E-02;-1,36E+00;;
218;-1,00E-02;-1,28E+00;;
219;-1,00E-02;-1,28E+00;;
220;-6,00E-03;-1,20E+00;;
221;-6,00E-03;-1,20E+00;;
222;-6,00E-03;-1,20E+00;;
223;-6,00E-03;-1,20E+00;;
224;-1,00E-02;-1,12E+00;;
225;-1,00E-02;-1,12E+00;;
